'COMPROMISOTOMADODELPPTO.DISPONIBLE',COMPROMISO,RESERVA,OLI,CONCEPTO_PAGO,ID_RAMO,CANI,ID_UNIDAD,CGFU,CFUN,CSFU,CPRG,CAIN,CPPT,CCAP,CCON,CPARG,CPAR,CTGA,CFIN,CCAU,CCOP,CGEO,CPLA,CPPI,OFIN,AUX1,AUX2,AUX3,MES,SALDO_ARRASTRE
Compromiso tomado de una Suficiencia Pptaria.,007140,04649,,"El ¿PROVEEDOR¿ acepta y se obliga a proporcionar a ¿LA CONASAMA¿, ¿LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.14 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,3,01,1,1,CCIZT00000,00,09,000,00000000000,000,SMI11,00000,1248000011,05,95
Compromiso tomado de una Suficiencia Pptaria.,007140,04649,,"El ¿PROVEEDOR¿ acepta y se obliga a proporcionar a ¿LA CONASAMA¿, ¿LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.14 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,3,01,1,1,CCSUR00000,00,09,000,00000000000,000,SMS11,00000,1248000011,05,475
Compromiso tomado de una Suficiencia Pptaria.,007140,04649,,"El ¿PROVEEDOR¿ acepta y se obliga a proporcionar a ¿LA CONASAMA¿, ¿LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.14 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,3,01,1,1,HPJNN00000,00,09,000,00000000000,000,SMN12,00000,1248000011,05,7800
Compromiso tomado de una Suficiencia Pptaria.,007140,04649,,"El ¿PROVEEDOR¿ acepta y se obliga a proporcionar a ¿LA CONASAMA¿, ¿LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.14 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,3,01,1,1,HPJNN00000,00,09,000,00000000000,000,SMN12,00000,1248000011,09,8100
Compromiso tomado de una Suficiencia Pptaria.,007141,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACIÓN Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,02,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,05,69.6
Compromiso tomado de una Suficiencia Pptaria.,007142,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,02,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,06,32136
Compromiso tomado de una Suficiencia Pptaria.,007142,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,02,00,018,E031,2,5,4,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,05,16101.76
Compromiso tomado de una Suficiencia Pptaria.,007143,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,05,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1240000011,06,4290.05
Compromiso tomado de una Suficiencia Pptaria.,007146,00156,,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE IMAGENOLOGÍA DE LA MARCA SIEMENS PROPIEDAD DEL HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",12,2026,NBD,2,3,02,00,018,E031,3,5,4,01,2,1,0000000000,00,09,000,00000000000,000,AM030,00000,1240000011,04,647998
Compromiso tomado de una Suficiencia Pptaria.,007146,00156,,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE IMAGENOLOGÍA DE LA MARCA SIEMENS PROPIEDAD DEL HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",12,2026,NBD,2,3,02,00,018,E031,3,5,4,01,2,1,0000000000,00,09,000,00000000000,000,AM040,00000,1240000011,04,171875.45
Compromiso tomado de una Suficiencia Pptaria.,007146,00156,,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE IMAGENOLOGÍA DE LA MARCA SIEMENS PROPIEDAD DEL HOSPITAL GENERAL DE MÉXICO ""DR. EDUARDO LICEAGA""",12,2026,NBD,2,3,02,00,018,E031,3,5,4,01,2,1,0000000000,00,09,000,00000000000,000,AM050,00000,1240000011,04,534981.49
Compromiso tomado de una Suficiencia Pptaria.,007148,00833,,"LA   LICITACIÓN PÚBLICA INTERNACIONAL ABIERTA NÚMERO LA-12-NBV-012NBV001-I-315-2025 ""ADQUISICIÓN   DE PRODUCTOS QUÍMICOS BÁSICOS, REACTIVOS Y MATERIAL, ACCESORIOS Y SUMINISTROS DE LABORATORIO   PARA LA SUBDIRECCIÓN DE PATOLOGÍA""  ""PRIMER CONVENIO MODIFICATORIO POR VIGENCIA""",12,2026,NBV,2,3,02,00,018,E031,2,5,1,01,1,1,0000000000,00,09,000,00000000000,000,AM030,00000,1240000011,10,316823.5
Compromiso tomado de una Suficiencia Pptaria.,007148,00833,,"LA   LICITACIÓN PÚBLICA INTERNACIONAL ABIERTA NÚMERO LA-12-NBV-012NBV001-I-315-2025 ""ADQUISICIÓN   DE PRODUCTOS QUÍMICOS BÁSICOS, REACTIVOS Y MATERIAL, ACCESORIOS Y SUMINISTROS DE LABORATORIO   PARA LA SUBDIRECCIÓN DE PATOLOGÍA""  ""PRIMER CONVENIO MODIFICATORIO POR VIGENCIA""",12,2026,NBV,2,3,05,00,018,E031,2,5,1,01,1,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1240000011,05,223453.72
Compromiso tomado de una Suficiencia Pptaria.,007149,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,02,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,07,195122.4
Compromiso tomado de una Suficiencia Pptaria.,007151,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,05,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1240000011,06,100800
Compromiso tomado de una Suficiencia Pptaria.,007156,00833,,ADQUISICIÓN PLURIANUAL ANTICIPADA ABIERTA DE   ¿REACTIVOS E INSUMOS PARA PRUEBAS DE ANÁLISIS DEL DEPARTAMENTO DE LABORATORIO   CLÍNICO CON EQUIPOS EN COMODATO PARA EL INSTITUTO NACIONAL DE CANCEROLOGÍA   EJERCICIOS 2025 AL 2027¿,12,2026,NBV,2,3,02,00,018,E031,2,5,1,01,1,1,0000000000,00,09,000,00000000000,000,AM030,00000,1240000011,08,3473185.56
Compromiso tomado de una Suficiencia Pptaria.,007157,01853,,SERVICIO DE JARDINERÍA,12,2026,NCK,2,3,02,00,018,E031,3,5,9,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,09,56482.14
Compromiso tomado de una Suficiencia Pptaria.,007157,01853,,SERVICIO DE JARDINERÍA,12,2026,NCK,2,3,02,00,018,E031,3,5,9,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,10,56482.14
Compromiso tomado de una Suficiencia Pptaria.,007157,01853,,SERVICIO DE JARDINERÍA,12,2026,NCK,2,3,02,00,018,E031,3,5,9,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,11,112964.28
Compromiso tomado de una Suficiencia Pptaria.,007161,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE UROLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 22.- UROLOGÍA II - PROCEDIMIENTOS EN CONSULTORIO)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,09,329204.61
Compromiso tomado de una Suficiencia Pptaria.,007161,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE UROLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 22.- UROLOGÍA II - PROCEDIMIENTOS EN CONSULTORIO)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,10,329204.61
Compromiso tomado de una Suficiencia Pptaria.,007161,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE UROLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 22.- UROLOGÍA II - PROCEDIMIENTOS EN CONSULTORIO)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,11,329204.61
Compromiso tomado de una Suficiencia Pptaria.,007161,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE UROLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 22.- UROLOGÍA II - PROCEDIMIENTOS EN CONSULTORIO)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,12,21611.86
Compromiso tomado de una Suficiencia Pptaria.,007162,02055,,"SERVICIOS MEDICOS PARA PROCEDIMIENTOS DE MINIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE ORTOPEDIA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. PARTIDA DESIERTA DE LA LICITACIÓN PÚBLICA NACIONAL ELECTRONICA PLURIANUAL NO. LA- 12-NAW-012NAW001-N-75-2025",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,09,136880
Compromiso tomado de una Suficiencia Pptaria.,007162,02055,,"SERVICIOS MEDICOS PARA PROCEDIMIENTOS DE MINIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE ORTOPEDIA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. PARTIDA DESIERTA DE LA LICITACIÓN PÚBLICA NACIONAL ELECTRONICA PLURIANUAL NO. LA- 12-NAW-012NAW001-N-75-2025",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,10,136880
Compromiso tomado de una Suficiencia Pptaria.,007162,02055,,"SERVICIOS MEDICOS PARA PROCEDIMIENTOS DE MINIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE ORTOPEDIA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. PARTIDA DESIERTA DE LA LICITACIÓN PÚBLICA NACIONAL ELECTRONICA PLURIANUAL NO. LA- 12-NAW-012NAW001-N-75-2025",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,11,136880
Compromiso tomado de una Suficiencia Pptaria.,007162,02055,,"SERVICIOS MEDICOS PARA PROCEDIMIENTOS DE MINIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE ORTOPEDIA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. PARTIDA DESIERTA DE LA LICITACIÓN PÚBLICA NACIONAL ELECTRONICA PLURIANUAL NO. LA- 12-NAW-012NAW001-N-75-2025",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,12,273760
Compromiso tomado de una Suficiencia Pptaria.,007166,01445,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA ELEVADORES EL CONVENIO MODIFICA EL IMPORTE Y LA VIGENCIA DEL CONTRATO,12,2026,NDF,2,3,02,00,018,E031,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,AM030,00000,1270000011,06,0.07
Compromiso tomado de una Suficiencia Pptaria.,007172,02055,,"SERVICIOS  MÉDICOS  PARA  PROCEDIMIENTOS  DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE GINECOLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026.  (PARTIDA  10. GINECOLOGÍA  I -PROCEDIMIENTOS  DE  HISTEROSCOPIA  DE  CONSULTORIO), (PARTIDA  11. GINECOLOGÍA  II -PROCEDIMIENTOS  DE  HISTEROSCOPIA  QUIRURGICA),(PARTIDA  12. GINECOLOGÍA  III   -PROCEDIMIENTOS  DE  ABLACION  ENDOMETRIAL)  Y (PARTIDA  13.   GINECOLOGÍA  IV -LAPAROSCOPIA BASICA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,09,468137.33
Compromiso tomado de una Suficiencia Pptaria.,007172,02055,,"SERVICIOS  MÉDICOS  PARA  PROCEDIMIENTOS  DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE GINECOLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026.  (PARTIDA  10. GINECOLOGÍA  I -PROCEDIMIENTOS  DE  HISTEROSCOPIA  DE  CONSULTORIO), (PARTIDA  11. GINECOLOGÍA  II -PROCEDIMIENTOS  DE  HISTEROSCOPIA  QUIRURGICA),(PARTIDA  12. GINECOLOGÍA  III   -PROCEDIMIENTOS  DE  ABLACION  ENDOMETRIAL)  Y (PARTIDA  13.   GINECOLOGÍA  IV -LAPAROSCOPIA BASICA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,10,468137.33
Compromiso tomado de una Suficiencia Pptaria.,007172,02055,,"SERVICIOS  MÉDICOS  PARA  PROCEDIMIENTOS  DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE GINECOLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026.  (PARTIDA  10. GINECOLOGÍA  I -PROCEDIMIENTOS  DE  HISTEROSCOPIA  DE  CONSULTORIO), (PARTIDA  11. GINECOLOGÍA  II -PROCEDIMIENTOS  DE  HISTEROSCOPIA  QUIRURGICA),(PARTIDA  12. GINECOLOGÍA  III   -PROCEDIMIENTOS  DE  ABLACION  ENDOMETRIAL)  Y (PARTIDA  13.   GINECOLOGÍA  IV -LAPAROSCOPIA BASICA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,11,468137.33
Compromiso tomado de una Suficiencia Pptaria.,007172,02055,,"SERVICIOS  MÉDICOS  PARA  PROCEDIMIENTOS  DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE GINECOLOGÍA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026.  (PARTIDA  10. GINECOLOGÍA  I -PROCEDIMIENTOS  DE  HISTEROSCOPIA  DE  CONSULTORIO), (PARTIDA  11. GINECOLOGÍA  II -PROCEDIMIENTOS  DE  HISTEROSCOPIA  QUIRURGICA),(PARTIDA  12. GINECOLOGÍA  III   -PROCEDIMIENTOS  DE  ABLACION  ENDOMETRIAL)  Y (PARTIDA  13.   GINECOLOGÍA  IV -LAPAROSCOPIA BASICA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,12,936274.66
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,02,00,018,E031,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,AM040,00000,1248000011,08,43228.68
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,02,00,018,E031,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,AM040,00000,1248000011,09,43228.68
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,02,00,018,E031,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,AM040,00000,1248000011,10,85035.83
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,03,00,019,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,FO010,00000,3800000000,08,24328.79
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,03,00,019,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,FO010,00000,3800000000,09,24328.79
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,03,00,019,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,FO010,00000,3800000000,10,24328.79
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,2,3,05,00,018,E031,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1248000011,10,14059.66
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV010,00000,3800000000,10,11446.58
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV010,00000,3800000000,11,52184.66
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV020,00000,3800000000,08,12264.34
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV020,00000,3800000000,09,12264.34
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV020,00000,3800000000,10,14000
Compromiso tomado de una Suficiencia Pptaria.,007173,04078,,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE AIRE ACONDICIONADO ,12,2026,M7F,3,8,01,00,024,Q008,3,5,7,01,2,1,0000000000,00,09,000,00000000000,000,IV020,00000,3800000000,11,16809.3
Compromiso tomado de una Suficiencia Pptaria.,007175,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE CIRUGÍA PEDIÁTRICA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 8. CIRUGÍA PEDIÁTRICA I - LAPAROSCOPIA BASICA) Y (PARTIDA 9. CIRUGÍA PEDIÁTRICA II - LAPAROSCOPIA INTERMEDIA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,09,234629.33
Compromiso tomado de una Suficiencia Pptaria.,007175,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE CIRUGÍA PEDIÁTRICA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 8. CIRUGÍA PEDIÁTRICA I - LAPAROSCOPIA BASICA) Y (PARTIDA 9. CIRUGÍA PEDIÁTRICA II - LAPAROSCOPIA INTERMEDIA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,10,234629.33
Compromiso tomado de una Suficiencia Pptaria.,007175,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE CIRUGÍA PEDIÁTRICA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 8. CIRUGÍA PEDIÁTRICA I - LAPAROSCOPIA BASICA) Y (PARTIDA 9. CIRUGÍA PEDIÁTRICA II - LAPAROSCOPIA INTERMEDIA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,11,234629.33
Compromiso tomado de una Suficiencia Pptaria.,007175,02055,,"SERVICIOS MÉDICOS PARA PROCEDIMIENTOS DE MÍNIMA INVASIÓN POR LAPAROSCOPIA EN EL ÁREA DE CIRUGÍA PEDIÁTRICA DEL HOSPITAL JUÁREZ DE MÉXICO, 2025-2026. (PARTIDA 8. CIRUGÍA PEDIÁTRICA I - LAPAROSCOPIA BASICA) Y (PARTIDA 9. CIRUGÍA PEDIÁTRICA II - LAPAROSCOPIA INTERMEDIA)",12,2026,NAW,2,3,02,00,018,E031,3,3,9,01,1,1,0000000000,00,09,000,00000000000,000,AM040,00000,1200000011,12,469258.66
Compromiso tomado de una Suficiencia Pptaria.,007180,00147,,"SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO   DE MICROSPIOS  DE  LA  MARCA  CARL  ZEISS ,  PROPIEDAD  DEL  HOSPITAL  GENERAL  DE  MÉXICO DR. EDUARDO  LICEAGA",12,2026,NBD,2,3,02,00,018,E031,3,5,4,01,2,1,0000000000,00,09,000,00000000000,000,AM030,00000,1240000011,04,173718.73
Compromiso tomado de una Suficiencia Pptaria.,007185,03131,,"ADQUISICIÓN DE MATERIALES, ACCESORIOS Y SUMINISTROS MÉDICOS",12,2026,NCD,2,3,04,00,014,P028,2,5,4,01,1,1,0000000000,00,09,000,00000000000,000,VH010,00000,1470000011,10,5025642.83
Compromiso tomado de una Suficiencia Pptaria.,007187,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,02,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,AM020,00000,1240000011,05,2288
Compromiso tomado de una Suficiencia Pptaria.,007188,04264,,"SERVICIO DE DIFUSIÓN EN MEDIOS DIGITALES DE LA CAMPAÑA: VIDA SALUDABLE, VERSIÓN: VARIAS",12,2026,112,2,3,04,00,002,M001,3,6,1,01,1,1,0000000000,00,09,000,00000000000,000,IS012,00000,0000000000,08,486640.88
Compromiso tomado de una Suficiencia Pptaria.,007193,00236,,MEDICAMENTOS Y BIENES TERAPEUTICOS/ MATERIAL DE CURACION Y AUXILIARES DE DIAGNOSTICO,12,2026,NCK,2,3,05,00,018,E031,2,5,3,01,1,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1240000011,06,213999.84
Compromiso tomado de una Suficiencia Pptaria.,007194,04649,," El PROVEEDOR acepta y se obliga a proporcionar a LA CONASAMA, LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.10 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,4,01,1,1,HPFBA00000,00,09,000,00000000000,000,SMF12,00000,1248000011,04,2316.52
Compromiso tomado de una Suficiencia Pptaria.,007194,04649,," El PROVEEDOR acepta y se obliga a proporcionar a LA CONASAMA, LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.10 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,4,01,1,1,HPJNN00000,00,09,000,00000000000,000,SMN12,00000,1248000011,05,3117.7
Compromiso tomado de una Suficiencia Pptaria.,007194,04649,," El PROVEEDOR acepta y se obliga a proporcionar a LA CONASAMA, LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.10 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,4,01,1,1,HPJNN00000,00,09,000,00000000000,000,SMN12,00000,1248000011,09,9254.81
Compromiso tomado de una Suficiencia Pptaria.,007194,04649,," El PROVEEDOR acepta y se obliga a proporcionar a LA CONASAMA, LOS  BIENES¿, al amparo del procedimiento de contratación señalado en el punto I.10 de las declaraciones  de este instrumento jurídico y su Anexo Técnico.",12,2026,Y00,2,3,01,00,015,E032,2,5,4,01,1,1,HPSRM00000,00,09,000,00000000000,000,SMS12,00000,1248000011,09,2237.29
Compromiso tomado de una Suficiencia Pptaria.,007196,03467,,ADQUISICIÓN DE DIVERSOS PRODUCTOS QUÍMICOS BÁSICOS PARA PROYECTOS DE INVESTIGACIÓN DEL INSTITUTO NACIONAL DE PEDIATRÍA,12,2026,NCZ,2,3,05,00,018,E031,2,5,1,01,1,1,0000000000,00,09,000,00000000000,000,GSS01,00000,1280000011,09,1399061.7
Compromiso tomado de una Suficiencia Pptaria.,007198,04264,,"SERVICIO DE DIFUSIÓN EN MEDIOS DIGITALES DE LA CAMPAÑA: VIDA SALUDABLE, VERSIÓN: VARIAS",12,2026,112,2,3,04,00,002,M001,3,6,1,01,1,1,0000000000,00,09,000,00000000000,000,IS012,00000,0000000000,08,1000056.74
Compromiso tomado de una Suficiencia Pptaria.,007200,01443,,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO PARA UN SISTEMA DE BARRIDO CONFOCAL UN SISTEMA DE MICRODISECCION UN MICROSCOPIO CONFOCAL CATORCE MICROSCOPIOS DE LABORATORIO DOS MICROSCOPIOS QUIRURGICOS Y UN BIOMETRO MARCA CARL ZEISS EL CONVENIO MODIFICA EL IMPORTE Y LA VIGENCIA DEL CONTRATO,12,2026,NDF,2,3,02,00,018,E031,3,5,4,01,2,1,0000000000,00,09,000,00000000000,000,AM030,00000,1270000011,06,0.01
